SCHOOL_NUMBER,ELIGIBLE_TO_GRAD_COUNT,GRAD_COUNT,GRADUATION_RATE,HONOURS_GRAD_COUNT,HONOURS_GRADUATION_RATE
00501006,38.6,36.7,95.3,9.1,23.6
00501016,29.166666666666668,29.166666666666668,100.0,2.6666666666666665,7.833333333333333
00502001,158.1139240506329,153.8860759493671,97.07594936708861,63.607594936708864,36.91139240506329
00505000,15.333333333333334,15.0,98.33333333333333,2.4166666666666665,15.666666666666666
00505032,56.18181818181818,54.72727272727273,98.0,21.272727272727273,38.18181818181818
00505033,19.083333333333332,18.708333333333332,97.72916666666667,6.8125,36.5
00505034,46.075471698113205,44.679245283018865,97.22641509433963,20.150943396226417,43.77358490566038
00505035,30.980392156862745,30.07843137254902,97.01960784313725,9.686274509803921,31.784313725490197
00596715,10.555555555555555,10.555555555555555,100.0,8.88888888888889,84.0
00599078,12.0,12.0,100.0,4.333333333333333,35.333333333333336
00599156,12.0,5.666666666666667,47.333333333333336,1.0,8.666666666666666
00603008,57.45161290322581,55.774193548387096,97.30645161290323,28.758064516129032,50.20967741935484
00604015,54.927536231884055,53.710144927536234,97.72463768115942,27.81159420289855,49.7536231884058
00618005,44.166666666666664,43.34848484848485,98.18181818181819,16.87878787878788,38.015151515151516
00699069,10.0,10.0,100.0,0.0,0.0
00699127,12.0,12.0,100.0,2.3,19.1
00807012,16.35,15.425,94.65,6.65,42.625
00807013,114.43835616438356,109.67123287671232,95.5068493150685,59.342465753424655,50.24657534246575
00807025,43.854838709677416,42.854838709677416,97.64516129032258,22.79032258064516,52.87096774193548
00886006,12.5,10.5,83.75,5.25,41.5
00886007,64.2463768115942,62.028985507246375,96.33333333333333,26.36231884057971,42.028985507246375
00886016,10.666666666666666,8.0,75.33333333333333,7.0,66.0
00886018,18.46938775510204,18.244897959183675,98.3265306122449,10.775510204081632,58.36734693877551
00896749,12.0,12.0,100.0,9.333333333333334,78.0
00898001,14.96,13.72,90.96,5.84,39.08
01010006,25.862068965517242,24.551724137931036,94.84482758620689,12.948275862068966,51.01724137931034
01010011,14.555555555555555,12.88888888888889,88.88888888888889,6.666666666666667,45.333333333333336
01919003,56.88059701492537,55.940298507462686,98.4776119402985,21.46268656716418,38.28358208955224
02009010,79.33333333333333,76.14492753623189,95.73913043478261,35.95652173913044,45.231884057971016
02011012,99.72,97.22666666666667,97.05333333333333,48.64,45.8
02011014,46.57142857142857,45.91428571428571,98.48571428571428,25.457142857142856,54.77142857142857
02099137,14.0,13.0,93.0,5.0,36.0
02222007,90.34722222222223,86.84722222222223,96.05555555555556,45.72222222222222,47.013888888888886
02222017,118.14864864864865,114.54054054054055,96.56756756756756,61.270270270270274,49.33783783783784
02222022,100.4,98.55,98.1,60.93333333333333,61.31666666666667
02222025,98.11111111111111,96.77777777777777,98.56944444444444,46.77777777777778,45.65277777777778
02222027,42.73134328358209,41.014925373134325,95.82089552238806,17.26865671641791,40.656716417910445
02296261,18.705882352941178,18.647058823529413,99.41176470588235,9.745098039215685,52.333333333333336
02299151,12.75,12.0,94.5,3.75,29.75
02323000,14.75,14.75,100.0,2.0,14.25
02323005,15.585365853658537,14.439024390243903,92.6829268292683,3.292682926829268,20.170731707317074
02323028,101.64444444444445,100.15555555555555,98.6,46.644444444444446,43.48888888888889
02323044,218.57142857142858,212.22619047619048,96.79761904761905,102.76190476190476,41.773809523809526
02323051,249.7439024390244,245.82926829268294,98.42682926829268,122.53658536585365,44.47560975609756
02323059,144.02439024390245,143.3658536585366,99.51219512195122,90.39024390243902,62.048780487804876
02323076,308.86746987951807,301.3734939759036,97.02409638554217,170.0722891566265,48.325301204819276
02323080,79.57692307692308,78.8076923076923,98.88461538461539,47.61538461538461,57.03846153846154
02323081,135.58333333333334,134.70833333333334,99.04166666666667,107.125,75.33333333333333
02396013,36.31666666666667,36.06666666666667,99.31666666666666,25.05,68.6
02396023,13.333333333333334,12.555555555555555,94.22222222222223,5.111111111111111,35.77777777777778
02396281,47.186440677966104,46.847457627118644,99.30508474576271,35.86440677966102,76.42372881355932
02396479,19.90566037735849,19.32075471698113,96.60377358490567,11.924528301886792,58.15094339622642
02396676,13.75,13.75,100.0,7.0,48.75
02396738,68.76271186440678,56.91525423728814,82.62711864406779,33.71186440677966,48.57627118644068
02396825,27.956521739130434,27.956521739130434,100.0,24.869565217391305,88.8695652173913
02399159,11.857142857142858,8.642857142857142,73.42857142857143,2.5714285714285716,21.5
02727000,18.695652173913043,13.0,73.0,1.608695652173913,9.826086956521738
02727047,83.37209302325581,74.90697674418605,89.06976744186046,28.069767441860463,30.627906976744185
02727056,78.41666666666667,75.41666666666667,95.91666666666667,26.22222222222222,32.263888888888886
02727069,55.266666666666666,47.75555555555555,84.11111111111111,20.42222222222222,32.86666666666667
02727072,113.82857142857142,102.97142857142858,88.48571428571428,47.885714285714286,36.34285714285714
02796177,11.0,11.0,100.0,5.0,45.0
02796263,11.727272727272727,11.727272727272727,100.0,5.0,42.54545454545455
02799060,15.5,13.75,89.5,3.5,23.625
02799094,12.555555555555555,9.11111111111111,73.66666666666667,2.4444444444444446,20.11111111111111
02828004,105.94736842105263,100.21052631578948,94.26315789473684,47.8421052631579,42.1578947368421
02828034,125.6625,119.725,95.3875,54.8125,38.675
02899005,10.5,10.0,95.0,1.5,15.0
03333000,12.125,9.75,79.5,1.375,13.5
03333012,166.22619047619048,153.77380952380952,91.67857142857143,66.83333333333333,35.17857142857143
03333018,227.14117647058825,215.27058823529413,94.47058823529412,109.71764705882353,43.38823529411765
03333043,88.7936507936508,81.68253968253968,91.04761904761905,35.53968253968254,35.65079365079365
03396181,20.833333333333332,20.40740740740741,97.72222222222223,10.37037037037037,50.333333333333336
03396209,20.537037037037038,20.537037037037038,100.0,17.14814814814815,83.24074074074075
03396251,22.796610169491526,22.728813559322035,99.76271186440678,14.220338983050848,62.05084745762712
03396354,18.02,17.74,98.5,10.04,54.44
03398003,65.21538461538462,37.738461538461536,57.86153846153846,12.353846153846154,18.892307692307693
03399056,15.470588235294118,14.764705882352942,95.05882352941177,2.0588235294117645,15.176470588235293
03434000,13.961538461538462,11.73076923076923,83.73076923076923,1.4615384615384615,10.538461538461538
03434022,146.9156626506024,140.36144578313252,95.07228915662651,57.45783132530121,33.963855421686745
03434038,170.50617283950618,165.92592592592592,96.91358024691358,102.61728395061728,55.098765432098766
03434041,190.18072289156626,183.86746987951807,95.92771084337349,102.53012048192771,47.855421686746986
03434052,117.54794520547945,112.5068493150685,95.04109589041096,57.342465753424655,44.19178082191781
03434054,130.79746835443038,126.22784810126582,96.51898734177215,64.45569620253164,44.49367088607595
03434061,78.85,74.68333333333334,94.46666666666667,41.75,51.38333333333333
03434062,30.0,28.4,94.6,9.2,31.0
03434064,28.545454545454547,27.96969696969697,98.0909090909091,14.121212121212121,46.84848484848485
03496020,119.33333333333333,118.2,98.98333333333333,78.35,66.0
03496069,59.8,58.81666666666667,98.28333333333333,37.266666666666666,61.516666666666666
03496425,19.291666666666668,19.166666666666668,98.75,14.833333333333334,76.83333333333333
03496595,56.19672131147541,54.75409836065574,97.47540983606558,39.77049180327869,68.95081967213115
03496607,11.5,11.5,100.0,10.0,85.0
03496801,10.0,9.0,90.0,3.0,30.0
03499055,16.404761904761905,15.547619047619047,94.66666666666667,2.619047619047619,16.642857142857142
03499101,21.132075471698112,16.433962264150942,79.30188679245283,5.584905660377358,26.962264150943398
03535007,11.5,11.0,96.0,0.21428571428571427,2.142857142857143
03535019,109.1125,101.8,92.6125,40.0,33.425
03535020,100.82894736842105,91.90789473684211,90.9342105263158,36.30263157894737,33.0
03535029,79.3225806451613,77.54838709677419,97.43548387096774,51.83870967741935,64.19354838709677
03535031,76.2,64.3,84.0,19.2,25.8
03535034,99.11688311688312,92.79220779220779,93.15584415584415,41.18181818181818,38.298701298701296
03535036,120.1,115.1375,95.1375,47.425,34.325
03535041,123.91780821917808,121.12328767123287,97.45205479452055,64.17808219178082,46.342465753424655
03535050,194.21428571428572,188.17857142857142,96.1547619047619,99.98809523809524,44.892857142857146
03535056,73.18181818181819,71.6,97.87272727272727,45.32727272727273,60.836363636363636
03596061,19.76,18.46,94.2,11.74,61.06
03596289,41.983333333333334,41.65,99.28333333333333,22.733333333333334,54.18333333333333
03596311,55.9,55.25,98.83333333333333,34.983333333333334,62.6
03596376,11.0,10.7,97.6,6.8,62.0
03596631,10.0,8.0,80.0,1.0,10.0
03599050,20.617021276595743,14.872340425531915,70.8936170212766,1.553191489361702,8.425531914893616
03599092,14.555555555555555,11.833333333333334,81.77777777777777,1.4444444444444444,10.222222222222221
03599168,24.333333333333332,14.314814814814815,59.01851851851852,1.8148148148148149,7.62962962962963
03599173,13.619047619047619,9.80952380952381,71.0,0.5238095238095238,4.142857142857143
03599201,14.666666666666666,11.0,75.0,0.0,0.0
03599202,11.666666666666666,9.0,77.5,0.5,5.0
03636000,51.5,36.7,72.75,2.9833333333333334,6.2
03636022,151.8684210526316,140.5,91.32894736842105,67.76315789473684,40.171052631578945
03636028,180.78571428571428,172.9142857142857,95.6,97.84285714285714,50.17142857142857
03636041,178.5,169.6125,94.275,83.7,41.525
03636045,155.91358024691357,149.03703703703704,94.81481481481481,87.58024691358025,50.65432098765432
03636047,109.12765957446808,104.41489361702128,94.22340425531915,47.56382978723404,36.0531914893617
03636049,191.55696202531647,184.77215189873417,95.41772151898734,125.67088607594937,60.69620253164557
03636079,127.1566265060241,116.0,89.21686746987952,54.69879518072289,36.98795180722892
03636105,198.1125,188.675,94.375,105.2125,46.9125
03636106,117.5952380952381,108.21428571428571,90.88095238095238,49.083333333333336,35.654761904761905
03636114,165.54666666666665,159.41333333333333,95.70666666666666,80.01333333333334,43.626666666666665
03636141,177.64,170.52,95.58666666666667,109.10666666666667,57.093333333333334
03636150,167.25352112676057,159.40845070422534,94.32394366197182,93.66197183098592,52.57746478873239
03636156,162.44594594594594,158.09459459459458,96.75675675675676,103.43243243243244,60.17567567567568
03636164,157.13636363636363,148.15151515151516,93.86363636363636,75.53030303030303,45.121212121212125
03636167,155.46153846153845,149.01282051282053,94.64102564102564,84.28205128205128,50.41025641025641
03636175,151.36486486486487,140.93243243243242,91.4054054054054,65.41891891891892,38.36486486486486
03636232,191.08333333333334,183.38333333333333,95.81666666666666,99.06666666666666,47.65
03636246,183.95714285714286,175.57142857142858,95.27142857142857,80.77142857142857,41.58571428571429
03636248,139.95180722891567,130.72289156626505,92.18072289156626,67.73493975903614,41.46987951807229
03696015,76.3,75.7,99.2,42.4,55.45
03696048,15.837209302325581,15.744186046511627,99.48837209302326,13.209302325581396,82.72093023255815
03696166,115.96666666666667,114.11666666666666,98.41666666666667,74.73333333333333,64.51666666666667
03696266,70.725,70.125,99.25,47.4,67.675
