,MINCODE,DISTRICT_NUMBER_x,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12,SCHOOL_NUMBER,DISTRICT_NUMBER_y,GRADE_8,GRADE_9,GRADE_10,GRADE_11,GRADE_12
402,03737008,37.0,1,11.923076923076923,11.384615384615385,9.171096345514952,18.523076923076925,20.623076923076926,26.46153846153846,21.780282519128885,03737008,37.0,0.0,0.0,0.0,0.0,0.0
403,03737009,37.0,1,13.461538461538462,9.384615384615385,9.171096345514952,18.33076923076923,21.576923076923077,26.97692307692308,21.780282519128885,03737009,37.0,0.0,0.0,0.0,0.0,0.0
404,03737010,37.0,1,12.0,9.666666666666666,6.447397563676634,14.5,21.133333333333333,28.066666666666666,21.780282519128885,03737010,37.0,0.0,0.0,0.0,0.0,0.0
405,03737012,37.0,1,205.3846153846154,36.15384615384615,7.846153846153846,18.04641057474624,20.101066897347074,24.568234505862414,23.55384615384616,03737012,37.0,13020.0,11379.0,11394.0,10527.0,9388.0
406,03737013,37.0,1,23.692307692307693,11.384615384615385,9.171096345514952,20.43076923076923,21.607692307692307,26.94615384615384,21.780282519128885,03737013,37.0,0.0,0.0,0.0,0.0,0.0
407,03737014,37.0,1,8.846153846153847,8.31019900382039,9.171096345514952,17.892307692307693,21.299999999999997,26.707692307692305,21.780282519128885,03737014,37.0,0.0,0.0,0.0,0.0,0.0
408,03737015,37.0,1,14.23076923076923,9.692307692307692,9.171096345514952,18.24615384615384,21.307692307692307,26.053846153846152,21.780282519128885,03737015,37.0,0.0,0.0,0.0,0.0,0.0
409,03737017,37.0,1,15.76923076923077,11.923076923076923,8.542550472783033,17.338461538461537,20.299999999999997,25.93846153846154,21.780282519128885,03737017,37.0,0.0,0.0,0.0,0.0,0.0
410,03737018,37.0,1,17.0,9.846153846153847,8.542550472783033,16.46153846153846,21.007692307692306,25.799999999999997,21.780282519128885,03737018,37.0,0.0,0.0,0.0,0.0,0.0
411,03737019,37.0,1,12.846153846153847,11.692307692307692,8.542550472783033,18.46153846153846,21.27692307692308,27.361538461538462,21.780282519128885,03737019,37.0,0.0,0.0,0.0,0.0,0.0
412,03737021,37.0,1,143.3846153846154,26.384615384615383,6.846153846153846,18.04641057474624,20.101066897347074,24.568234505862414,22.699999999999996,03737021,37.0,8199.0,8612.0,8618.0,7026.0,5500.0
413,03737022,37.0,1,18.23076923076923,15.0,9.171096345514952,19.76923076923077,21.4,26.915384615384614,21.780282519128885,03737022,37.0,0.0,0.0,0.0,0.0,0.0
414,03737023,37.0,1,14.615384615384615,12.384615384615385,9.171096345514952,18.923076923076923,20.96923076923077,26.361538461538462,21.780282519128885,03737023,37.0,0.0,0.0,0.0,0.0,0.0
415,03737024,37.0,1,18.384615384615383,14.76923076923077,8.542550472783033,19.023076923076925,21.453846153846147,27.73846153846154,21.780282519128885,03737024,37.0,0.0,0.0,0.0,0.0,0.0
416,03737025,37.0,1,17.846153846153847,15.694814388435777,9.171096345514952,19.56153846153846,21.5,27.60769230769231,21.780282519128885,03737025,37.0,0.0,0.0,0.0,0.0,0.0
417,03737026,37.0,1,18.307692307692307,13.076923076923077,7.914004600051114,19.338461538461537,21.146153846153844,27.192307692307686,21.780282519128885,03737026,37.0,0.0,0.0,0.0,0.0,0.0
418,03737027,37.0,1,9.615384615384615,6.615384615384615,9.171096345514952,17.353846153846153,21.26923076923077,26.292307692307688,21.780282519128885,03737027,37.0,0.0,0.0,0.0,0.0,0.0
419,03737029,37.0,1,12.615384615384615,11.23076923076923,9.171096345514952,19.007692307692306,21.315384615384612,26.53076923076923,21.780282519128885,03737029,37.0,0.0,0.0,0.0,0.0,0.0
420,03737030,37.0,1,17.923076923076923,12.307692307692308,9.171096345514952,19.23846153846154,20.692307692307693,27.22307692307692,21.780282519128885,03737030,37.0,0.0,0.0,0.0,0.0,0.0
421,03737032,37.0,1,18.076923076923077,16.846153846153847,9.171096345514952,18.869230769230768,20.75384615384615,26.046153846153842,21.780282519128885,03737032,37.0,0.0,0.0,0.0,0.0,0.0
422,03737033,37.0,1,7.846153846153846,6.846153846153846,8.542550472783033,18.06153846153846,21.423076923076923,26.361538461538466,21.780282519128885,03737033,37.0,0.0,0.0,0.0,0.0,0.0
423,03737034,37.0,1,242.07692307692307,29.692307692307693,12.76923076923077,18.04641057474624,20.101066897347074,24.568234505862414,23.176923076923078,03737034,37.0,14439.0,14179.0,14573.0,12970.0,9615.0
424,03737035,37.0,1,16.46153846153846,13.23076923076923,8.542550472783033,19.27692307692308,21.16153846153846,26.769230769230766,21.780282519128885,03737035,37.0,0.0,0.0,0.0,0.0,0.0
425,03737037,37.0,1,389.6923076923077,55.15384615384615,39.07692307692308,18.04641057474624,20.101066897347074,24.986062620796073,24.969230769230766,03737037,37.0,22957.0,23744.0,24902.0,23884.0,18466.0
426,03737038,37.0,1,241.92307692307693,48.69230769230769,13.692307692307692,18.04641057474624,20.101066897347074,24.568234505862414,24.007692307692306,03737038,37.0,13168.0,13784.0,14858.0,14341.0,11906.0
427,03737039,37.0,1,19.846153846153847,12.23076923076923,9.171096345514952,20.338461538461537,22.9,28.9,21.780282519128885,03737039,37.0,0.0,0.0,0.0,0.0,0.0
428,03737040,37.0,1,404.0769230769231,60.07692307692308,24.76923076923077,18.04641057474624,20.101066897347074,24.568234505862414,24.815384615384623,03737040,37.0,23513.0,24284.0,25151.0,24943.0,19864.0
429,03737041,37.0,1,11.153846153846153,10.692307692307692,9.171096345514952,18.50769230769231,21.023076923076925,26.99230769230769,21.780282519128885,03737041,37.0,0.0,0.0,0.0,0.0,0.0
430,03737042,37.0,1,2.0,6.010862349888359,9.17109634551495,16.666666666666668,14.833333333333334,24.56823450586241,21.780282519128885,03737042,37.0,0.0,0.0,0.0,0.0,0.0
431,03737043,37.0,1,8.615384615384615,7.384615384615385,9.171096345514952,18.846153846153847,21.22307692307692,26.807692307692314,21.780282519128885,03737043,37.0,0.0,0.0,0.0,0.0,0.0
432,03838001,38.0,1,20.23076923076923,10.617891311512697,9.171096345514952,17.676923076923078,19.046153846153846,24.469230769230766,21.780282519128885,03838001,38.0,0.0,0.0,0.0,0.0,0.0
433,03838005,38.0,1,15.538461538461538,12.930597011461172,9.171096345514952,18.56153846153846,20.430769230769233,25.43846153846153,21.780282519128885,03838005,38.0,0.0,0.0,0.0,0.0,0.0
434,03838006,38.0,1,19.384615384615383,9.38962877687155,9.171096345514952,18.353846153846153,20.43076923076923,25.923076923076927,21.780282519128885,03838006,38.0,0.0,0.0,0.0,0.0,0.0
435,03838008,38.0,1,13.461538461538462,9.163872938358486,9.171096345514952,15.592307692307694,19.084615384615383,23.607692307692307,21.780282519128885,03838008,38.0,0.0,0.0,0.0,0.0,0.0
436,03838009,38.0,1,10.0,7.0,8.144773830820345,18.33076923076923,19.54615384615385,25.015384615384615,21.780282519128885,03838009,38.0,0.0,0.0,0.0,0.0,0.0
437,03838010,38.0,1,4.846153846153846,6.935610403717337,9.171096345514952,15.023076923076925,15.092307692307692,24.568234505862414,21.780282519128885,03838010,38.0,0.0,0.0,0.0,0.0,0.0
438,03838013,38.0,1,10.76923076923077,6.848660542281928,9.171096345514952,19.692307692307693,19.161538461538463,25.93846153846154,21.780282519128885,03838013,38.0,0.0,0.0,0.0,0.0,0.0
439,03838014,38.0,1,9.461538461538462,10.630424792153113,9.171096345514952,17.815384615384616,17.130769230769232,21.02307692307693,21.780282519128885,03838014,38.0,0.0,0.0,0.0,0.0,0.0
440,03838015,38.0,1,22.923076923076923,14.307692307692308,8.619473549706111,18.74615384615385,20.192307692307693,25.653846153846153,21.780282519128885,03838015,38.0,0.0,0.0,0.0,0.0,0.0
441,03838016,38.0,1,20.846153846153847,7.848660542281928,7.439304881165348,19.415384615384617,19.47692307692308,25.876923076923074,21.780282519128885,03838016,38.0,0.0,0.0,0.0,0.0,0.0
442,03838017,38.0,1,12.923076923076923,10.005013392256163,9.171096345514952,18.2,19.676923076923078,25.046153846153842,21.780282519128885,03838017,38.0,0.0,0.0,0.0,0.0,0.0
443,03838019,38.0,1,9.23076923076923,7.235782623025396,9.171096345514952,19.276923076923076,19.215384615384615,23.49230769230769,21.780282519128885,03838019,38.0,0.0,0.0,0.0,0.0,0.0
444,03838020,38.0,1,18.153846153846153,8.774244161486935,9.171096345514952,17.76153846153846,18.96153846153846,23.86923076923077,21.780282519128885,03838020,38.0,0.0,0.0,0.0,0.0,0.0
445,03838021,38.0,1,11.0,7.771737465358853,9.171096345514952,19.1,19.74615384615385,25.430769230769233,21.780282519128885,03838021,38.0,0.0,0.0,0.0,0.0,0.0
446,03838023,38.0,1,10.538461538461538,8.69982778069194,9.171096345514952,18.50769230769231,19.630769230769232,24.45384615384616,21.780282519128885,03838023,38.0,0.0,0.0,0.0,0.0,0.0
447,03838024,38.0,1,208.92307692307693,34.07692307692308,10.437260414004601,18.04641057474624,20.101066897347074,24.568234505862414,23.92307692307692,03838024,38.0,9755.0,11458.0,12649.0,13765.0,12973.0
448,03838025,38.0,1,17.615384615384617,9.540968234589622,9.171096345514952,18.069230769230767,19.26153846153846,24.215384615384615,21.780282519128885,03838025,38.0,0.0,0.0,0.0,0.0,0.0
449,03838026,38.0,1,14.846153846153847,11.46905854992271,9.171096345514952,18.3,19.69230769230769,24.62307692307692,21.780282519128885,03838026,38.0,0.0,0.0,0.0,0.0,0.0
450,03838027,38.0,1,24.384615384615383,13.538461538461538,9.171096345514952,18.823076923076922,20.33076923076923,26.092307692307696,21.780282519128885,03838027,38.0,0.0,0.0,0.0,0.0,0.0
451,03838029,38.0,1,8.153846153846153,5.230769230769231,9.171096345514952,17.976923076923075,19.592307692307696,23.300000000000004,21.780282519128885,03838029,38.0,0.0,0.0,0.0,0.0,0.0
452,03838030,38.0,1,15.384615384615385,6.23828931915348,9.171096345514952,17.6,18.400000000000002,24.33076923076923,21.780282519128885,03838030,38.0,0.0,0.0,0.0,0.0,0.0
453,03838031,38.0,1,237.69230769230768,50.392135472999634,13.782392026578073,18.04641057474624,20.101066897347074,24.568234505862414,23.300000000000004,03838031,38.0,12337.0,12887.0,13771.0,14277.0,13077.0
454,03838033,38.0,1,323.38461538461536,29.307692307692307,10.692307692307692,18.04641057474624,20.101066897347074,24.568234505862414,24.800000000000004,03838033,38.0,21712.0,18784.0,18981.0,19376.0,16667.0
455,03838035,38.0,1,17.76923076923077,11.005013392256167,9.171096345514952,18.638461538461538,19.95384615384615,26.069230769230767,21.780282519128885,03838035,38.0,0.0,0.0,0.0,0.0,0.0
456,03838037,38.0,1,13.76923076923077,9.930597011461172,9.171096345514952,18.646153846153847,20.346153846153847,25.492307692307694,21.780282519128885,03838037,38.0,0.0,0.0,0.0,0.0,0.0
457,03838040,38.0,1,16.076923076923077,8.235782623025397,9.171096345514952,17.746153846153845,19.161538461538463,24.107692307692307,21.780282519128885,03838040,38.0,0.0,0.0,0.0,0.0,0.0
458,03838041,38.0,1,16.153846153846153,8.617891311512697,9.171096345514952,18.292307692307695,18.876923076923077,23.73076923076923,21.780282519128885,03838041,38.0,0.0,0.0,0.0,0.0,0.0
459,03838042,38.0,1,195.84615384615384,26.76923076923077,7.026322514694608,18.04641057474624,20.101066897347074,24.568234505862414,25.45384615384615,03838042,38.0,9831.0,10226.0,11239.0,12858.0,12480.0
460,03838043,38.0,1,15.0,6.002506696128082,8.542550472783033,17.99230769230769,20.184615384615388,25.046153846153842,21.780282519128885,03838043,38.0,0.0,0.0,0.0,0.0,0.0
461,03838044,38.0,1,166.0,36.389628776871554,14.320853565039611,18.04641057474624,20.101066897347074,24.568234505862414,24.476923076923075,03838044,38.0,10769.0,7872.0,8387.0,9964.0,10981.0
462,03838045,38.0,1,228.3846153846154,27.464045157666547,7.397776641962689,18.04641057474624,20.101066897347074,24.568234505862414,25.43846153846153,03838045,38.0,12731.0,11806.0,12676.0,13815.0,13906.0
463,03838046,38.0,1,9.0,7.081936469179242,9.171096345514952,18.976923076923075,19.87692307692308,24.923076923076927,21.780282519128885,03838046,38.0,0.0,0.0,0.0,0.0,0.0
464,03838047,38.0,1,9.153846153846153,9.161366242230404,9.171096345514952,17.146153846153844,17.892307692307693,22.16153846153846,21.780282519128885,03838047,38.0,0.0,0.0,0.0,0.0,0.0
465,03838048,38.0,1,10.307692307692308,8.002506696128084,7.914004600051114,18.661538461538463,20.984615384615385,27.192307692307693,21.780282519128885,03838048,38.0,0.0,0.0,0.0,0.0,0.0
466,03838049,38.0,1,19.615384615384617,10.7792575537431,8.619473549706111,18.623076923076923,20.9,27.069230769230767,21.874106940734354,03838049,38.0,0.0,0.0,0.0,0.0,0.0
467,03838052,38.0,1,14.0,9.46905854992271,8.542550472783033,19.315384615384616,19.907692307692308,26.423076923076923,21.780282519128885,03838052,38.0,0.0,0.0,0.0,0.0,0.0
468,03838053,38.0,1,25.615384615384617,7.540968234589622,8.542550472783033,19.699999999999996,20.13076923076923,25.03076923076923,21.780282519128885,03838053,38.0,0.0,0.0,0.0,0.0,0.0
469,03838054,38.0,1,10.307692307692308,8.235782623025397,9.171096345514952,17.5,18.892307692307693,24.06153846153846,21.780282519128885,03838054,38.0,0.0,0.0,0.0,0.0,0.0
470,03838055,38.0,1,17.153846153846153,11.081936469179244,8.619473549706111,18.692307692307693,19.615384615384617,25.123076923076926,21.780282519128885,03838055,38.0,0.0,0.0,0.0,0.0,0.0
471,03838056,38.0,1,10.23076923076923,5.774244161486934,9.171096345514952,19.346153846153847,20.876923076923074,25.615384615384617,21.780282519128885,03838056,38.0,0.0,0.0,0.0,0.0,0.0
472,03838057,38.0,1,39.30769230769231,11.0,8.619473549706111,19.892307692307693,20.12307692307692,26.161538461538463,21.780282519128885,03838057,38.0,0.0,0.0,0.0,0.0,0.0
473,03838058,38.0,1,238.46153846153845,48.15384615384615,15.628545872731918,18.04641057474624,20.101066897347074,24.568234505862414,24.461538461538456,03838058,38.0,13475.0,14000.0,14469.0,16230.0,13085.0
474,03838059,38.0,1,24.23076923076923,11.161366242230402,8.542550472783033,19.89230769230769,20.62307692307692,25.453846153846158,21.780282519128885,03838059,38.0,0.0,0.0,0.0,0.0,0.0
475,03838060,38.0,1,12.846153846153847,5.615384615384615,9.171096345514952,20.323076923076922,21.661538461538463,27.33076923076923,21.780282519128885,03838060,38.0,0.0,0.0,0.0,0.0,0.0
476,03838062,38.0,1,380.15384615384613,51.315212396076554,18.57794531050345,18.04641057474624,20.101066897347074,24.568234505862414,25.446153846153848,03838062,38.0,25329.0,23355.0,24095.0,22471.0,19148.0
477,03838063,38.0,1,19.153846153846153,10.464045157666545,8.773319703552264,17.83076923076923,20.56153846153847,26.4,21.780282519128885,03838063,38.0,0.0,0.0,0.0,0.0,0.0
478,03838064,38.0,1,286.61538461538464,41.53846153846154,17.19332992588806,18.04641057474624,20.101066897347074,24.48850612034512,24.776923076923076,03838064,38.0,19705.0,17797.0,16821.0,16129.0,13367.0
479,03838065,38.0,1,390.7692307692308,54.15635284997423,25.923076923076923,18.04641057474624,20.101066897347074,24.568234505862414,24.461538461538467,03838065,38.0,21379.0,18983.0,21021.0,26155.0,25562.0
480,03899228,38.0,1,1.0,1.0,9.17109634551495,8.0,8.0,8.0,21.780282519128885,03899228,38.0,0.0,0.0,0.0,0.0,0.0
481,03939001,39.0,1,174.3846153846154,25.076923076923077,5.424099156657297,18.04641057474624,20.101066897347074,24.568234505862414,22.007692307692306,03939001,39.0,11865.0,8201.0,8528.0,8562.0,7647.0
482,03939003,39.0,1,373.2307692307692,36.69230769230769,13.923076923076923,18.04641057474624,20.101066897347074,24.568234505862414,25.0,03939003,39.0,21345.0,20924.0,23427.0,25346.0,21366.0
483,03939004,39.0,1,227.07692307692307,38.00501339225617,13.461538461538462,18.04641057474624,20.101066897347074,24.568234505862414,21.376923076923074,03939004,39.0,11133.0,11344.0,11567.0,12045.0,10393.0
484,03939006,39.0,1,454.0,37.38461538461539,14.026322514694606,18.04641057474624,20.101066897347074,24.568234505862414,24.192307692307693,03939006,39.0,28029.0,24932.0,26402.0,27760.0,23041.0
485,03939007,39.0,1,366.46153846153845,43.54598162684579,14.0,18.04641057474624,20.101066897347074,24.568234505862414,23.415384615384617,03939007,39.0,22900.0,19119.0,20347.0,20961.0,17370.0
486,03939008,39.0,1,409.61538461538464,37.46153846153846,29.62854587273192,18.04641057474624,20.101066897347074,24.568234505862414,25.023076923076925,03939008,39.0,28611.0,23962.0,23740.0,24411.0,20364.0
487,03939010,39.0,1,307.7692307692308,33.07942977305116,12.076923076923077,18.04641057474624,20.101066897347074,24.865429197268195,23.330769230769235,03939010,39.0,19787.0,16285.0,17175.0,17583.0,14652.0
488,03939011,39.0,1,543.2307692307693,39.38461538461539,20.257091745463836,18.04641057474624,20.101066897347074,24.568234505862414,23.907692307692308,03939011,39.0,36294.0,31647.0,29492.0,30458.0,25536.0
489,03939012,39.0,1,368.15384615384613,22.77173746535885,14.923076923076923,18.04641057474624,20.101066897347074,24.568234505862414,24.907692307692308,03939012,39.0,21578.0,21352.0,22029.0,24141.0,20865.0
490,03939014,39.0,1,376.84615384615387,49.15384615384615,12.23076923076923,18.04641057474624,20.101066897347074,24.568234505862414,24.21538461538462,03939014,39.0,23053.0,21225.0,21984.0,22564.0,21073.0
491,03939015,39.0,1,637.1538461538462,67.38461538461539,28.307692307692307,18.04641057474624,20.101066897347074,24.568234505862414,24.72307692307692,03939015,39.0,37171.0,34281.0,39621.0,41997.0,34194.0
492,03939016,39.0,1,621.0,43.38461538461539,17.307692307692307,18.04641057474624,20.101066897347074,24.568234505862414,24.97692307692308,03939016,39.0,38572.0,35214.0,37834.0,38839.0,34871.0
493,03939017,39.0,1,350.6923076923077,34.69732108456385,12.692307692307692,18.04641057474624,20.101066897347074,24.568234505862414,22.5,03939017,39.0,21048.0,17671.0,17417.0,18565.0,17017.0
494,03939018,39.0,1,540.2307692307693,75.925583619205,20.55162279580884,18.04641057474624,20.101066897347074,24.568234505862414,24.799999999999997,03939018,39.0,36015.0,31381.0,32213.0,34877.0,27160.0
495,03939019,39.0,1,372.84615384615387,19.307692307692307,9.705468949654996,18.04641057474624,20.101066897347074,24.568234505862414,24.592307692307696,03939019,39.0,20492.0,19928.0,27479.0,23555.0,18844.0
496,03939020,39.0,1,383.6923076923077,30.158859546102317,14.076923076923077,18.04641057474624,20.101066897347074,24.568234505862414,24.438461538461542,03939020,39.0,25961.0,22239.0,22116.0,22898.0,19809.0
497,03939022,39.0,1,491.9230769230769,35.38461538461539,13.846153846153847,18.04641057474624,20.101066897347074,24.568234505862414,24.592307692307696,03939022,39.0,28876.0,27180.0,28208.0,31335.0,26407.0
498,03939024,39.0,1,225.6153846153846,28.076923076923077,6.2439304881165345,18.04641057474624,20.101066897347074,24.568234505862414,23.39230769230769,03939024,39.0,10192.0,12618.0,13534.0,14062.0,11157.0
499,03939028,39.0,1,23.846153846153847,19.923076923076923,9.171096345514952,18.723076923076924,20.13076923076923,24.707692307692305,21.780282519128885,03939028,39.0,0.0,0.0,0.0,0.0,0.0
500,03939030,39.0,1,13.384615384615385,8.307692307692308,9.171096345514952,17.492307692307694,20.076923076923077,25.05384615384616,21.780282519128885,03939030,39.0,0.0,0.0,0.0,0.0,0.0
501,03939031,39.0,1,21.23076923076923,12.54096823458962,9.171096345514952,17.8,20.953846153846158,26.823076923076922,21.780282519128885,03939031,39.0,0.0,0.0,0.0,0.0,0.0
502,03939032,39.0,1,6.538461538461538,5.6923076923076925,9.171096345514952,16.623076923076923,18.830769230769228,22.76923076923077,21.780282519128885,03939032,39.0,0.0,0.0,0.0,0.0,0.0
503,03939033,39.0,1,4.846153846153846,4.846153846153846,9.171096345514952,16.0,16.546153846153846,18.146153846153844,21.780282519128885,03939033,39.0,0.0,0.0,0.0,0.0,0.0
504,03939035,39.0,1,16.846153846153847,9.846153846153847,9.171096345514952,19.446153846153845,21.27692307692308,27.53076923076923,21.780282519128885,03939035,39.0,0.0,0.0,0.0,0.0,0.0
505,03939037,39.0,1,10.153846153846153,7.3076923076923075,9.171096345514952,18.4,19.43846153846154,23.500000000000004,21.780282519128885,03939037,39.0,0.0,0.0,0.0,0.0,0.0
506,03939038,39.0,1,24.615384615384617,8.538461538461538,9.171096345514952,20.692307692307693,21.53846153846154,27.269230769230766,21.780282519128885,03939038,39.0,0.0,0.0,0.0,0.0,0.0
507,03939039,39.0,1,27.53846153846154,14.384615384615385,9.171096345514952,19.484615384615385,21.28461538461539,27.48461538461538,21.780282519128885,03939039,39.0,0.0,0.0,0.0,0.0,0.0
508,03939040,39.0,1,9.307692307692308,8.923076923076923,9.171096345514952,18.176923076923075,19.123076923076926,23.861538461538462,21.780282519128885,03939040,39.0,0.0,0.0,0.0,0.0,0.0
509,03939041,39.0,1,17.46153846153846,8.923076923076923,9.171096345514952,18.4,20.853846153846153,26.638461538461538,21.780282519128885,03939041,39.0,0.0,0.0,0.0,0.0,0.0
510,03939042,39.0,1,11.23076923076923,9.0,9.171096345514952,18.161538461538463,20.615384615384617,25.038461538461533,21.780282519128885,03939042,39.0,0.0,0.0,0.0,0.0,0.0
511,03939043,39.0,1,19.923076923076923,5.699827780691941,9.171096345514952,21.66923076923077,22.0,28.169230769230772,21.780282519128885,03939043,39.0,0.0,0.0,0.0,0.0,0.0
512,03939044,39.0,1,13.23076923076923,9.846153846153847,9.171096345514952,17.900000000000002,20.730769230769226,26.753846153846155,21.780282519128885,03939044,39.0,0.0,0.0,0.0,0.0,0.0
513,03939045,39.0,1,17.076923076923077,10.615384615384615,8.542550472783033,18.03076923076923,21.015384615384615,27.407692307692308,21.780282519128885,03939045,39.0,0.0,0.0,0.0,0.0,0.0
514,03939046,39.0,1,16.846153846153847,8.923076923076923,9.171096345514952,18.06153846153846,20.569230769230767,26.092307692307692,21.780282519128885,03939046,39.0,0.0,0.0,0.0,0.0,0.0
515,03939047,39.0,1,17.923076923076923,4.771737465358852,9.171096345514952,21.03076923076923,21.89230769230769,27.361538461538462,21.780282519128885,03939047,39.0,0.0,0.0,0.0,0.0,0.0
516,03939048,39.0,1,15.923076923076923,7.771737465358852,9.171096345514952,18.053846153846152,21.2076923076923,26.307692307692303,21.780282519128885,03939048,39.0,0.0,0.0,0.0,0.0,0.0
517,03939049,39.0,1,18.76923076923077,10.23076923076923,9.171096345514952,18.63076923076923,21.530769230769234,27.653846153846153,21.780282519128885,03939049,39.0,0.0,0.0,0.0,0.0,0.0
518,03939050,39.0,1,19.53846153846154,8.307692307692308,9.171096345514952,19.1,21.523076923076925,26.846153846153843,21.780282519128885,03939050,39.0,0.0,0.0,0.0,0.0,0.0
519,03939051,39.0,1,11.538461538461538,7.769230769230769,9.171096345514952,17.107692307692307,20.661538461538463,23.853846153846156,21.780282519128885,03939051,39.0,0.0,0.0,0.0,0.0,0.0
520,03939052,39.0,1,17.384615384615383,9.76923076923077,9.171096345514952,17.56153846153846,20.753846153846155,25.361538461538455,21.780282519128885,03939052,39.0,0.0,0.0,0.0,0.0,0.0
521,03939053,39.0,1,14.538461538461538,7.6923076923076925,9.171096345514952,18.523076923076925,21.16923076923077,25.815384615384612,21.780282519128885,03939053,39.0,0.0,0.0,0.0,0.0,0.0
522,03939054,39.0,1,27.384615384615383,12.461538461538462,9.171096345514952,19.73076923076923,21.576923076923077,26.72307692307692,21.780282519128885,03939054,39.0,0.0,0.0,0.0,0.0,0.0
523,03939056,39.0,1,22.692307692307693,13.925583619205007,9.171096345514952,18.93846153846154,20.207692307692305,26.892307692307686,21.780282519128885,03939056,39.0,0.0,0.0,0.0,0.0,0.0
524,03939057,39.0,1,13.461538461538462,9.0,9.171096345514952,17.29230769230769,20.26923076923077,27.02307692307693,21.780282519128885,03939057,39.0,0.0,0.0,0.0,0.0,0.0
525,03939058,39.0,1,17.076923076923077,10.307692307692308,9.171096345514952,18.123076923076923,21.676923076923075,27.946153846153848,21.780282519128885,03939058,39.0,0.0,0.0,0.0,0.0,0.0
526,03939059,39.0,1,20.076923076923077,14.0,9.171096345514952,20.384615384615383,21.50769230769231,24.46923076923077,21.780282519128885,03939059,39.0,0.0,0.0,0.0,0.0,0.0
527,03939060,39.0,1,13.076923076923077,8.153846153846153,9.171096345514952,19.053846153846152,21.376923076923074,27.884615384615383,21.780282519128885,03939060,39.0,0.0,0.0,0.0,0.0,0.0
528,03939061,39.0,1,27.307692307692307,13.156352849974237,9.171096345514952,19.492307692307694,21.092307692307692,25.06923076923077,21.780282519128885,03939061,39.0,0.0,0.0,0.0,0.0,0.0
529,03939062,39.0,1,26.307692307692307,14.076923076923077,9.171096345514952,19.369230769230768,21.430769230769233,26.707692307692305,21.780282519128885,03939062,39.0,0.0,0.0,0.0,0.0,0.0
530,03939063,39.0,1,16.23076923076923,11.079429773051158,9.171096345514952,18.292307692307695,20.800000000000004,27.78461538461539,21.780282519128885,03939063,39.0,0.0,0.0,0.0,0.0,0.0
531,03939064,39.0,1,21.23076923076923,10.846153846153847,9.171096345514952,19.76153846153846,21.292307692307688,27.38461538461539,21.780282519128885,03939064,39.0,0.0,0.0,0.0,0.0,0.0
532,03939065,39.0,1,9.076923076923077,4.846153846153846,9.171096345514952,17.484615384615385,20.77692307692308,23.76153846153846,21.780282519128885,03939065,39.0,0.0,0.0,0.0,0.0,0.0
533,03939066,39.0,1,20.615384615384617,12.387122080743467,9.171096345514952,18.253846153846155,20.899999999999995,26.9,21.780282519128885,03939066,39.0,0.0,0.0,0.0,0.0,0.0
534,03939067,39.0,1,13.307692307692308,8.076923076923077,9.171096345514952,16.20769230769231,21.015384615384615,24.94615384615385,21.780282519128885,03939067,39.0,0.0,0.0,0.0,0.0,0.0
535,03939069,39.0,1,11.076923076923077,5.615384615384615,9.171096345514952,17.715384615384615,18.93076923076923,23.72307692307692,21.780282519128885,03939069,39.0,0.0,0.0,0.0,0.0,0.0
536,03939070,39.0,1,19.0,9.153846153846153,9.171096345514952,17.53076923076923,21.50769230769231,27.792307692307695,21.780282519128885,03939070,39.0,0.0,0.0,0.0,0.0,0.0
537,03939071,39.0,1,12.923076923076923,7.923076923076923,9.171096345514952,19.876923076923074,22.161538461538463,27.815384615384612,21.780282519128885,03939071,39.0,0.0,0.0,0.0,0.0,0.0
538,03939072,39.0,1,19.53846153846154,8.384615384615385,9.171096345514952,17.353846153846156,21.23076923076923,27.684615384615384,21.780282519128885,03939072,39.0,0.0,0.0,0.0,0.0,0.0
539,03939073,39.0,1,15.23076923076923,8.848660542281928,9.171096345514952,17.75384615384615,21.0,26.815384615384616,21.780282519128885,03939073,39.0,0.0,0.0,0.0,0.0,0.0
540,03939074,39.0,1,19.692307692307693,10.538461538461538,9.171096345514952,18.823076923076922,21.50769230769231,27.28461538461539,21.780282519128885,03939074,39.0,0.0,0.0,0.0,0.0,0.0
541,03939075,39.0,1,14.153846153846153,6.156352849974236,9.171096345514952,19.161538461538463,21.338461538461537,26.37692307692308,21.780282519128885,03939075,39.0,0.0,0.0,0.0,0.0,0.0
542,03939076,39.0,1,8.615384615384615,8.461538461538462,9.171096345514952,16.015384615384615,17.815384615384616,20.446153846153848,21.780282519128885,03939076,39.0,0.0,0.0,0.0,0.0,0.0
543,03939077,39.0,1,19.153846153846153,11.076923076923077,9.171096345514952,18.33076923076923,20.069230769230767,26.46153846153846,21.780282519128885,03939077,39.0,0.0,0.0,0.0,0.0,0.0
544,03939079,39.0,1,18.384615384615383,11.694814388435775,9.171096345514952,18.892307692307693,20.56923076923077,26.65384615384615,21.780282519128885,03939079,39.0,0.0,0.0,0.0,0.0,0.0
