SCHOOL_NUMBER,ELIGIBLE_TO_GRAD_COUNT,GRAD_COUNT,GRADUATION_RATE,HONOURS_GRAD_COUNT,HONOURS_GRADUATION_RATE,Unnamed: 0,MINCODE,DISTRICT_NUMBER_x,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12,DISTRICT_NUMBER_y,GRADE_8,GRADE_9,GRADE_10,GRADE_11,GRADE_12
3838064,92.24615384615385,86.92307692307692,93.35384615384615,52.338461538461544,53.90769230769231,478,3838064,38.0,1,286.61538461538464,41.53846153846154,17.19332992588806,18.04641057474624,20.101066897347074,24.48850612034512,24.77692307692308,38.0,19705.0,17797.0,16821.0,16129.0,13367.0
3838065,164.47222222222226,160.27777777777774,97.15277777777777,115.5,69.05555555555556,479,3838065,38.0,1,390.76923076923083,54.15635284997422,25.923076923076927,18.04641057474624,20.101066897347074,24.568234505862414,24.461538461538467,38.0,21379.0,18983.0,21021.0,26155.0,25562.0
3939001,65.51666666666667,60.46666666666667,92.16666666666669,31.66666666666667,48.41666666666666,481,3939001,39.0,1,174.38461538461542,25.07692307692308,5.424099156657296,18.04641057474624,20.101066897347074,24.568234505862414,22.007692307692302,39.0,11865.0,8201.0,8528.0,8562.0,7647.0
3939003,157.02777777777774,152.25,96.40277777777777,106.16666666666669,61.40277777777778,482,3939003,39.0,1,373.23076923076917,36.692307692307686,13.923076923076925,18.04641057474624,20.101066897347074,24.568234505862414,25.0,39.0,21345.0,20924.0,23427.0,25346.0,21366.0
3939004,67.87341772151899,62.1139240506329,89.9240506329114,31.65822784810127,39.481012658227854,483,3939004,39.0,1,227.0769230769231,38.005013392256174,13.461538461538463,18.04641057474624,20.101066897347074,24.568234505862414,21.376923076923074,39.0,11133.0,11344.0,11567.0,12045.0,10393.0
3939006,169.3150684931507,162.2602739726027,95.21917808219177,102.28767123287672,56.178082191780824,484,3939006,39.0,1,454.0,37.384615384615394,14.026322514694606,18.04641057474624,20.101066897347074,24.568234505862414,24.19230769230769,39.0,28029.0,24932.0,26402.0,27760.0,23041.0
3939007,116.46376811594205,108.5072463768116,92.23188405797102,45.8695652173913,36.26086956521739,485,3939007,39.0,1,366.46153846153845,43.54598162684579,14.0,18.04641057474624,20.101066897347074,24.568234505862414,23.41538461538461,39.0,22900.0,19119.0,20347.0,20961.0,17370.0
3939008,154.8421052631579,152.28947368421052,98.22368421052632,114.5,68.71052631578948,486,3939008,39.0,1,409.6153846153846,37.46153846153846,29.628545872731923,18.04641057474624,20.101066897347074,24.568234505862414,25.023076923076925,39.0,28611.0,23962.0,23740.0,24411.0,20364.0
3939010,110.7910447761194,105.02985074626864,94.50746268656715,60.50746268656717,51.37313432835821,487,3939010,39.0,1,307.76923076923083,33.07942977305116,12.076923076923075,18.04641057474624,20.101066897347074,24.865429197268195,23.330769230769235,39.0,19787.0,16285.0,17175.0,17583.0,14652.0
3939011,165.0897435897436,155.88461538461542,93.29487179487178,86.96153846153847,44.5897435897436,488,3939011,39.0,1,543.2307692307694,39.384615384615394,20.257091745463843,18.04641057474624,20.101066897347074,24.568234505862414,23.907692307692308,39.0,36294.0,31647.0,29492.0,30458.0,25536.0
3939012,154.8630136986301,150.43835616438358,96.56164383561644,108.28767123287672,62.94520547945206,489,3939012,39.0,1,368.1538461538461,22.771737465358854,14.923076923076925,18.04641057474624,20.101066897347074,24.568234505862414,24.907692307692308,39.0,21578.0,21352.0,22029.0,24141.0,20865.0
3939014,142.28985507246378,134.84057971014494,94.76811594202898,78.76811594202898,51.52173913043478,490,3939014,39.0,1,376.8461538461538,49.153846153846146,12.230769230769232,18.04641057474624,20.101066897347074,24.568234505862414,24.21538461538462,39.0,23053.0,21225.0,21984.0,22564.0,21073.0
3939015,272.5416666666667,263.52777777777777,96.34722222222223,187.58333333333331,62.90277777777778,491,3939015,39.0,1,637.1538461538463,67.38461538461539,28.30769230769231,18.04641057474624,20.101066897347074,24.568234505862414,24.72307692307692,39.0,37171.0,34281.0,39621.0,41997.0,34194.0
3939016,222.91780821917808,208.027397260274,91.08219178082192,122.31506849315069,48.58904109589041,492,3939016,39.0,1,621.0,43.384615384615394,17.307692307692307,18.04641057474624,20.101066897347074,24.568234505862414,24.97692307692308,39.0,38572.0,35214.0,37834.0,38839.0,34871.0
3939017,108.02941176470587,102.58823529411764,94.55882352941177,61.33823529411765,53.63235294117647,493,3939017,39.0,1,350.6923076923077,34.69732108456385,12.692307692307693,18.04641057474624,20.101066897347074,24.568234505862414,22.5,39.0,21048.0,17671.0,17417.0,18565.0,17017.0
3939018,203.74647887323945,193.80281690140842,94.91549295774648,104.35211267605635,47.098591549295776,494,3939018,39.0,1,540.2307692307694,75.925583619205,20.55162279580884,18.04641057474624,20.101066897347074,24.568234505862414,24.8,39.0,36015.0,31381.0,32213.0,34877.0,27160.0
3939019,152.625,148.83333333333334,97.45833333333331,114.41666666666669,69.54166666666667,495,3939019,39.0,1,372.8461538461538,19.30769230769231,9.705468949654996,18.04641057474624,20.101066897347074,24.568234505862414,24.592307692307696,39.0,20492.0,19928.0,27479.0,23555.0,18844.0
3939020,136.72058823529414,127.36764705882355,92.36764705882355,58.411764705882355,40.01470588235294,496,3939020,39.0,1,383.6923076923077,30.15885954610232,14.076923076923075,18.04641057474624,20.101066897347074,24.568234505862414,24.438461538461546,39.0,25961.0,22239.0,22116.0,22898.0,19809.0
3939022,184.16216216216216,173.027027027027,92.68918918918921,112.20270270270271,54.364864864864856,497,3939022,39.0,1,491.92307692307685,35.384615384615394,13.846153846153848,18.04641057474624,20.101066897347074,24.568234505862414,24.592307692307696,39.0,28876.0,27180.0,28208.0,31335.0,26407.0
3939024,100.36666666666666,98.11666666666666,97.71666666666668,78.1,77.5,498,3939024,39.0,1,225.61538461538458,28.07692307692308,6.243930488116535,18.04641057474624,20.101066897347074,24.568234505862414,23.392307692307693,39.0,10192.0,12618.0,13534.0,14062.0,11157.0
4040008,233.29885057471265,227.367816091954,97.77011494252875,112.60919540229885,41.74712643678161,598,4040008,40.0,1,377.6153846153846,55.776750857615006,7.782392026578075,18.04641057474624,20.101066897347074,24.568234505862414,24.430769230769233,40.0,7666.0,22707.0,24228.0,29667.0,21037.0
4141001,202.5873015873016,190.01587301587298,93.38095238095238,111.33333333333331,53.936507936507944,607,4141001,41.0,1,222.9230769230769,14.230769230769232,5.384615384615384,18.04641057474624,20.101066897347074,24.101447236180693,25.461538461538467,41.0,12768.0,12423.0,13240.0,14796.0,14118.0
4141002,294.4029850746269,281.8358208955224,94.9850746268657,197.22388059701493,63.05970149253731,608,4141002,41.0,1,601.8461538461537,26.469058549922714,7.3076923076923075,18.04641057474624,20.101066897347074,24.947601082334536,25.676923076923078,41.0,32806.0,35162.0,38919.0,42617.0,38092.0
4141005,113.69230769230771,106.75384615384615,93.6153846153846,62.4,52.630769230769225,609,4141005,41.0,1,205.84615384615384,25.848660542281927,5.615384615384616,18.04641057474624,20.101066897347074,24.568234505862414,23.69230769230769,41.0,13974.0,11446.0,10683.0,11430.0,10806.0
4141007,94.46666666666668,87.61666666666666,92.66666666666669,46.91666666666666,50.4,610,4141007,41.0,1,227.3076923076923,32.53846153846154,2.8461538461538463,18.04641057474624,20.101066897347074,24.568234505862414,22.73076923076923,41.0,11588.0,12062.0,12778.0,13716.0,11663.0
4141011,191.46774193548384,182.90322580645162,95.64516129032258,124.03225806451613,63.112903225806456,612,4141011,41.0,1,439.92307692307685,31.07692307692308,5.153846153846153,18.04641057474624,20.101066897347074,24.568234505862414,25.215384615384608,41.0,26068.0,26368.0,27884.0,29045.0,23020.0
4141062,218.2352941176471,202.32352941176467,91.04411764705885,127.79411764705885,55.07352941176471,651,4141062,41.0,1,524.4615384615385,53.23327592689731,9.628545872731921,18.04641057474624,20.101066897347074,24.568234505862414,24.94615384615385,41.0,27866.0,28470.0,31442.0,35728.0,31483.0
4141063,165.55882352941177,156.19117647058823,94.39705882352942,95.10294117647058,54.941176470588225,652,4141063,41.0,1,407.46153846153845,56.53846153846154,6.307692307692308,18.04641057474624,20.101066897347074,24.568234505862414,24.861538461538462,41.0,22869.0,23151.0,24781.0,26437.0,22972.0
4141068,142.64615384615385,130.69230769230768,91.13846153846156,71.35384615384616,48.86153846153846,654,4141068,41.0,1,192.23076923076923,28.76923076923077,3.692307692307693,18.04641057474624,20.101066897347074,24.568234505862414,23.85384615384616,41.0,9898.0,10032.0,10757.0,11861.0,11868.0
4199196,14.0,9.0,64.0,0.0,0.0,658,4199196,41.0,1,16.0,16.0,9.17109634551495,18.046410574746247,20.101066897347078,24.568234505862414,7.8,41.0,0.0,0.0,2.0,17.0,31.0
4242001,138.98765432098764,134.2962962962963,95.93827160493828,69.60493827160494,44.074074074074076,663,4242001,42.0,1,431.5384615384616,71.84615384615384,13.769230769230768,18.04641057474624,20.101066897347074,24.447601082334533,24.861538461538462,42.0,26743.0,25853.0,26895.0,27001.0,21125.0
4242002,97.02564102564102,90.19230769230771,92.42307692307692,37.97435897435897,35.615384615384606,664,4242002,42.0,1,271.61538461538464,43.69230769230769,10.461538461538463,18.04641057474624,20.101066897347074,24.568234505862414,23.37692307692308,42.0,17580.0,13992.0,15066.0,15718.0,12921.0
4242003,111.07352941176471,107.70588235294115,96.64705882352942,53.029411764705884,45.661764705882355,665,4242003,42.0,1,297.61538461538464,55.384615384615394,13.782392026578071,18.04641057474624,20.101066897347074,24.173121504960502,24.6,42.0,18730.0,18559.0,19281.0,18627.0,12710.0
4242004,99.3013698630137,94.986301369863,95.82191780821918,29.82191780821918,29.410958904109588,666,4242004,42.0,1,274.46153846153845,73.69230769230771,10.39777664196269,18.04641057474624,20.101066897347074,24.601447236180693,24.01538461538461,42.0,15198.0,16137.0,17699.0,17753.0,12441.0
4242038,121.05714285714286,115.3,94.88571428571429,67.34285714285714,52.02857142857143,683,4242038,42.0,1,251.0,44.46153846153846,13.230769230769232,18.04641057474624,20.101066897347074,24.568234505862414,24.62307692307692,42.0,18021.0,17252.0,14959.0,13876.0,10708.0
4242045,103.56962025316456,99.0506329113924,95.21518987341771,39.30379746835443,34.18987341772152,689,4242045,42.0,1,244.0769230769231,38.92307692307692,15.41093789930999,18.04641057474624,20.101066897347074,24.568234505862414,24.638461538461538,42.0,15629.0,14145.0,14590.0,14122.0,12086.0
4343030,12.285714285714285,11.714285714285715,95.42857142857143,8.142857142857142,66.42857142857143,713,4343030,43.0,1,15.0,15.032587049665079,9.171096345514954,18.046410574746247,20.101066897347078,24.568234505862414,16.014285714285716,43.0,1.0,427.0,410.0,253.0,115.0
4343076,195.17441860465115,184.3023255813953,92.24418604651164,97.05813953488372,44.41860465116279,744,4343076,43.0,1,234.38461538461542,19.846153846153847,4.153846153846153,18.04641057474624,20.101066897347074,24.568234505862414,24.884615384615387,43.0,1.0,16038.0,17399.0,18956.0,17226.0
4343080,192.44155844155847,185.4805194805195,96.16883116883119,105.71428571428572,48.45454545454545,746,4343080,43.0,1,210.9230769230769,8.153846153846152,2.769230769230769,18.04641057474624,20.101066897347074,24.568234505862414,25.961538461538463,43.0,0.0,16757.0,17561.0,15950.0,14708.0
4343088,184.35443037974684,173.0506329113924,92.88607594936708,107.16455696202532,50.59493670886076,751,4343088,43.0,1,220.61538461538458,21.0,3.8593151035011504,18.04641057474624,20.101066897347074,24.568234505862414,24.6,43.0,0.0,14429.0,16577.0,16799.0,16995.0
4343125,202.33783783783784,191.4324324324324,94.32432432432432,118.41891891891892,53.02702702702703,760,4343125,43.0,1,206.84615384615384,17.002506696128087,4.6923076923076925,18.04641057474624,20.101066897347074,24.568234505862414,25.461538461538467,43.0,0.0,13827.0,15628.0,17008.0,15981.0
4343127,191.53246753246756,187.1038961038961,97.16883116883119,116.45454545454544,57.766233766233775,761,4343127,43.0,1,217.0,26.76923076923077,4.615384615384615,18.04641057474624,20.101066897347074,24.568234505862414,27.207692307692305,43.0,0.0,18156.0,19427.0,17930.0,15590.0
4343130,208.67088607594937,198.30379746835442,93.24050632911393,131.49367088607596,56.08860759493671,762,4343130,43.0,1,247.46153846153842,20.697321084563857,4.461538461538462,18.04641057474624,20.101066897347074,24.568234505862414,26.330769230769228,43.0,0.0,19559.0,19768.0,18886.0,19544.0
4343132,175.48314606741573,168.6067415730337,95.1011235955056,82.31460674157303,40.57303370786517,763,4343132,43.0,1,229.7692307692308,32.846153846153854,2.7823920265780733,18.04641057474624,20.101066897347074,24.568234505862414,25.684615384615388,43.0,3.0,20154.0,17955.0,17218.0,15974.0
4343136,212.86666666666667,204.25555555555562,95.6,93.97777777777776,37.6,764,4343136,43.0,1,254.7692307692308,32.769230769230774,4.615384615384615,18.04641057474624,20.101066897347074,24.568234505862414,25.538461538461537,43.0,0.0,17773.0,19788.0,20444.0,19960.0
4444012,128.0,117.4626865671642,91.68656716417914,59.70149253731344,45.05970149253731,771,4444012,44.0,1,185.0769230769231,40.69481438843577,13.769230769230768,18.04641057474624,20.101066897347074,24.568234505862414,25.57692307692308,44.0,10691.0,9633.0,10423.0,11869.0,10195.0
4444022,186.78571428571428,178.88571428571427,94.74285714285715,111.87142857142857,56.24285714285714,779,4444022,44.0,1,407.0,73.77173746535884,23.923076923076927,18.04641057474624,20.101066897347074,24.568234505862414,25.476923076923075,44.0,30220.0,23117.0,24002.0,24512.0,21576.0
4444025,190.3768115942029,186.6231884057971,97.6231884057971,131.42028985507247,64.82608695652173,782,4444025,44.0,1,452.0,45.07942977305116,27.538461538461537,18.04641057474624,20.101066897347074,24.568234505862414,25.330769230769228,44.0,33620.0,26115.0,26774.0,25240.0,23901.0
4444026,106.12857142857143,101.85714285714286,95.71428571428572,63.0,55.92857142857143,783,4444026,44.0,1,270.3076923076923,64.23327592689729,22.30769230769231,18.04641057474624,20.101066897347074,24.568234505862414,24.592307692307692,44.0,15698.0,15263.0,16103.0,17007.0,13235.0
4444036,138.5421686746988,130.03614457831324,92.63855421686749,71.78313253012048,43.855421686746986,790,4444036,44.0,1,383.5384615384616,102.6948143884358,34.782392026578066,18.04641057474624,20.101066897347074,24.568234505862414,24.03076923076923,44.0,23336.0,18613.0,20523.0,24417.0,20450.0
4444047,95.88059701492537,93.44776119402985,97.1492537313433,64.07462686567165,65.56716417910448,797,4444047,44.0,1,230.46153846153842,42.23327592689731,25.538461538461537,18.04641057474624,20.101066897347074,24.678370313103766,24.12307692307693,44.0,13092.0,13530.0,13336.0,14520.0,12258.0
4545010,159.13846153846154,156.0,97.98461538461538,111.52307692307691,66.98461538461538,800,4545010,45.0,1,373.8461538461538,34.15635284997423,10.795553283925376,18.04641057474624,20.101066897347074,24.568234505862414,24.96923076923077,45.0,22780.0,20452.0,23020.0,23634.0,19645.0
4545015,191.3875,186.8875,96.9375,115.725,52.7,801,4545015,45.0,1,430.5384615384616,77.6178913115127,13.307692307692307,18.04641057474624,20.101066897347074,24.568234505862414,24.638461538461538,45.0,19728.0,22495.0,27924.0,32575.0,25849.0
4545081,120.0,117.46575342465755,97.71232876712328,71.60273972602741,55.72602739726028,816,4545081,45.0,1,262.61538461538464,69.38712208074347,7.257091745463838,18.04641057474624,20.101066897347074,24.568234505862414,25.26923076923077,45.0,14057.0,14890.0,17069.0,18254.0,14436.0
4646008,74.68571428571428,73.57142857142857,98.65714285714287,37.642857142857146,49.228571428571435,820,4646008,46.0,1,145.30769230769232,26.69230769230769,3.0131612573473037,18.04641057474624,20.101066897347074,24.778370313103768,24.238461538461536,46.0,10938.0,10926.0,7527.0,6222.0,4340.0
4646012,19.52083333333333,18.3125,94.0625,7.291666666666668,40.6875,823,4646012,46.0,1,63.69230769230769,20.076923076923077,6.105290058778433,18.04641057474624,20.101066897347074,17.200000000000006,16.169230769230772,46.0,1934.0,2161.0,2141.0,1790.0,1534.0
4646017,69.18571428571428,67.58571428571429,97.94285714285714,33.42857142857143,46.88571428571429,827,4646017,46.0,1,152.9230769230769,43.230769230769226,4.4746997188857645,18.04641057474624,20.101066897347074,24.568234505862414,23.338461538461537,46.0,11009.0,10739.0,7728.0,5601.0,4893.0
4747021,102.70512820512822,93.44871794871794,90.15384615384615,36.230769230769226,32.6025641025641,838,4747021,47.0,1,178.9230769230769,37.846153846153854,2.6153846153846154,18.04641057474624,20.101066897347074,24.568234505862414,22.523076923076925,47.0,6629.0,9948.0,11306.0,10355.0,9068.0
4848004,111.11111111111113,106.8641975308642,95.64197530864195,52.22222222222222,41.716049382716044,840,4848004,48.0,1,110.07692307692308,15.384615384615385,5.2196524405826725,18.04641057474624,20.101066897347074,24.568234505862414,24.26923076923077,48.0,1298.0,1712.0,8157.0,11089.0,9481.0
4848021,29.901408450704228,28.788732394366196,95.94366197183099,13.056338028169014,41.84507042253521,849,4848021,48.0,1,60.69230769230769,30.923076923076927,8.696396626629188,18.04641057474624,20.101066897347074,24.568234505862414,21.876923076923074,48.0,4147.0,3197.0,2686.0,2696.0,2674.0
4848022,50.35,49.61666666666667,98.55,35.266666666666666,69.4,850,4848022,48.0,1,73.46153846153847,11.846153846153848,7.362381804242271,18.04641057474624,20.101066897347074,24.568234505862414,23.523076923076925,48.0,4631.0,4177.0,3416.0,3354.0,2590.0
4899215,14.1875,12.375,87.125,1.8125,12.25,856,4899215,48.0,1,33.0,15.032587049665075,9.17109634551495,18.046410574746247,20.101066897347078,24.568234505862414,10.1,48.0,0.0,15.0,23.0,70.0,102.0
4949002,12.894736842105265,12.578947368421053,97.47368421052632,5.315789473684211,41.8421052631579,857,4949002,49.0,1,50.846153846153854,20.46153846153846,4.9888832098134435,18.04641057474624,20.101066897347074,24.16298569771915,12.023076923076921,49.0,1301.0,1137.0,1301.0,1108.0,1004.0
5050001,15.08108108108108,13.297297297297295,88.81081081081079,4.108108108108108,27.10810810810811,863,5050001,50.0,1,59.30769230769231,20.153846153846157,7.9909276769741915,18.04641057474624,20.101066897347074,24.568234505862414,13.638461538461538,50.0,1946.0,1894.0,1809.0,1542.0,1275.0
5050012,16.41509433962264,15.943396226415095,96.94339622641508,5.867924528301888,35.24528301886792,868,5050012,50.0,1,67.46153846153847,22.76923076923077,6.566828520316894,18.04641057474624,20.101066897347074,24.568234505862414,15.584615384615386,50.0,2645.0,2607.0,2430.0,1954.0,1691.0
5112002,52.944444444444436,51.555555555555564,97.25,21.777777777777782,41.208333333333336,870,5112002,51.0,1,73.69230769230771,19.0,6.259136212624585,18.04641057474624,20.101066897347074,24.568234505862414,20.96153846153846,51.0,4265.0,3804.0,3825.0,3322.0,3094.0
5113010,19.42372881355932,18.88135593220339,96.54237288135592,10.322033898305083,53.40677966101695,876,5113010,51.0,1,33.07692307692308,7.461538461538463,8.542550472783033,18.04641057474624,20.101066897347074,24.568234505862414,16.146153846153847,51.0,1268.0,1278.0,1219.0,1153.0,946.0
5252009,56.0,50.66666666666666,89.2,18.53333333333333,31.16666666666667,883,5252009,52.0,1,109.2,24.013034819866032,3.2,18.046410574746247,20.101066897347078,24.568234505862414,22.58,52.0,3495.0,2064.0,2184.0,2411.0,1908.0
5252018,62.75,58.631578947368425,93.11842105263158,23.210526315789476,34.486842105263165,889,5252018,52.0,1,160.53846153846158,65.15384615384616,3.8724763608484536,18.04641057474624,20.101066897347074,24.568234505862414,22.707692307692298,52.0,4454.0,10257.0,7854.0,7880.0,5775.0
5314001,58.602941176470594,56.61764705882353,96.23529411764706,23.5,38.45588235294117,893,5314001,53.0,1,86.69230769230771,26.615384615384613,6.553667262969589,18.04641057474624,20.101066897347074,24.568234505862414,21.684615384615388,53.0,4519.0,4461.0,4650.0,4660.0,3968.0
5314008,34.5,33.21666666666667,96.26666666666668,16.35,48.06666666666667,898,5314008,53.0,1,53.0,17.0,5.553667262969589,18.04641057474624,20.101066897347074,24.568234505862414,20.1,53.0,3030.0,2781.0,2328.0,2340.0,1977.0
5316004,27.33333333333333,26.6984126984127,97.41269841269842,12.333333333333336,44.317460317460316,900,5316004,53.0,1,61.30769230769231,24.153846153846153,5.1558906210069,18.04641057474624,20.101066897347074,24.915384615384607,19.207692307692305,53.0,3265.0,3197.0,2273.0,2025.0,1636.0
5454011,28.73770491803279,27.950819672131143,97.19672131147541,9.409836065573769,32.22950819672131,908,5454011,54.0,1,53.53846153846154,15.769230769230768,5.784436493738821,18.04641057474624,20.101066897347074,24.568234505862414,18.75384615384616,54.0,3076.0,2765.0,2330.0,2137.0,1537.0
5454013,85.27397260273973,83.02739726027397,97.04109589041096,38.71232876712329,43.38356164383562,910,5454013,54.0,1,172.38461538461542,34.53846153846154,8.923076923076922,18.04641057474624,20.101066897347074,24.601447236180693,23.207692307692305,54.0,12240.0,10363.0,9994.0,9186.0,7570.0
5757012,94.70833333333331,89.04166666666669,93.27777777777777,44.65277777777778,44.625,913,5757012,57.0,1,175.46153846153842,35.846153846153854,1.9230769230769231,18.04641057474624,20.101066897347074,24.568234505862414,24.015384615384622,57.0,15389.0,9475.0,9276.0,8551.0,7530.0
5757036,158.97333333333333,148.77333333333334,93.29333333333334,66.98666666666666,41.16,919,5757036,57.0,1,195.15384615384616,48.30769230769231,3.9757219524661385,18.04641057474624,20.101066897347074,24.736379847957664,24.069230769230767,57.0,9916.0,9565.0,10209.0,14206.0,12018.0
5757047,107.13513513513512,101.18918918918921,94.16216216216215,38.3918918918919,35.770270270270274,923,5757047,57.0,1,150.30769230769232,41.53846153846154,7.362381804242271,18.04641057474624,20.101066897347074,24.568234505862414,24.115384615384613,57.0,7560.0,9862.0,9207.0,9412.0,7395.0
5757074,15.969696969696967,15.606060606060606,98.24242424242424,7.212121212121213,47.15151515151515,936,5757074,57.0,1,31.923076923076927,7.9230769230769225,8.542550472783033,18.04641057474624,20.101066897347074,24.568234505862414,14.430769230769231,57.0,1352.0,1099.0,1050.0,991.0,712.0
5757075,15.958333333333336,15.541666666666664,97.22916666666669,8.729166666666666,55.47916666666666,937,5757075,57.0,1,30.384615384615387,9.235782623025397,9.171096345514954,18.04641057474624,20.101066897347074,24.024524159257606,14.146153846153851,57.0,1135.0,1118.0,890.0,919.0,643.0
5757079,29.66666666666667,28.25,95.58333333333331,9.533333333333333,33.083333333333336,940,5757079,57.0,1,47.45454545454545,15.636363636363635,6.745243128964059,18.046410574746247,20.101066897347074,24.568234505862414,20.345454545454547,57.0,2573.0,2107.0,2140.0,1925.0,1720.0
5757100,83.22535211267606,78.71830985915494,93.61971830985917,35.802816901408455,41.15492957746479,949,5757100,57.0,1,131.46153846153842,28.615384615384613,2.6153846153846154,18.04641057474624,20.101066897347074,24.568234505862414,23.423076923076927,57.0,10017.0,7227.0,7255.0,6872.0,5694.0
5757101,97.18055555555556,92.59722222222223,94.68055555555556,39.84722222222222,38.069444444444436,950,5757101,57.0,1,149.76923076923075,28.923076923076927,3.4615384615384617,18.04641057474624,20.101066897347074,24.568234505862414,24.36923076923077,57.0,11297.0,8673.0,8452.0,7995.0,6623.0
5757118,18.666666666666668,17.333333333333332,93.33333333333331,6.666666666666668,34.5,962,5757118,57.0,1,43.0,22.5,9.17109634551495,18.046410574746247,20.101066897347078,22.7,18.450000000000006,57.0,119.0,169.0,141.0,135.0,90.0
5799140,15.895833333333336,13.833333333333336,87.41666666666669,2.2916666666666665,15.125,963,5799140,57.0,1,17.0,14.0,4.0,18.046410574746247,20.101066897347078,12.0,23.7,57.0,6.0,33.0,62.0,159.0,134.0
5817008,27.0,26.096774193548388,96.85483870967742,10.82258064516129,40.82258064516129,966,5817008,58.0,1,63.769230769230774,13.466551853794625,7.914004600051113,18.04641057474624,20.101066897347074,24.568234505862414,17.130769230769232,58.0,3417.0,2499.0,2086.0,2244.0,1900.0
5831005,70.54054054054055,64.95945945945945,91.9864864864865,22.33783783783784,30.77027027027027,968,5831005,58.0,1,178.46153846153842,48.07942977305116,4.1801686685407615,18.04641057474624,20.101066897347074,24.568234505862414,19.923076923076927,58.0,5907.0,10121.0,9623.0,8555.0,7104.0
5959008,107.28767123287672,103.68493150684931,96.67123287671231,37.876712328767134,34.46575342465753,979,5959008,59.0,1,184.53846153846158,43.094469949819654,7.681190902121135,18.04641057474624,20.101066897347074,24.568234505862414,25.02307692307692,59.0,11620.0,9237.0,11494.0,9841.0,7830.0
5959011,38.555555555555564,37.333333333333336,97.11111111111113,13.777777777777779,35.458333333333336,982,5959011,59.0,1,70.23076923076923,24.479085334435037,6.0921288014311274,18.04641057474624,20.101066897347074,24.568234505862414,22.25384615384615,59.0,4609.0,3932.0,3411.0,3592.0,2226.0
5959027,19.12727272727273,18.072727272727274,93.9090909090909,6.636363636363638,34.05454545454545,992,5959027,59.0,1,47.69230769230769,21.325239180588888,6.489905443393817,18.04641057474624,20.101066897347074,20.546153846153842,18.54615384615385,59.0,2432.0,1525.0,1402.0,1254.0,1175.0
6060015,172.6470588235294,161.87058823529412,92.83529411764704,66.70588235294117,33.329411764705874,999,6060015,60.0,1,179.76923076923077,42.230769230769226,9.923076923076923,18.04641057474624,20.101066897347074,24.568234505862414,22.753846153846155,60.0,0.0,39.0,12190.0,20172.0,15818.0
6060039,14.821428571428573,14.464285714285715,98.39285714285714,8.607142857142858,59.82142857142857,1006,6060039,60.0,1,51.615384615384606,20.846153846153847,6.784436493738821,17.184615384615384,21.184615384615384,24.961538461538463,18.123076923076926,60.0,2716.0,2253.0,1740.0,1135.0,570.0
6060060,12.809523809523812,12.238095238095234,95.66666666666669,5.904761904761906,45.0952380952381,1014,6060060,60.0,1,42.46153846153846,11.925583619205005,7.362381804242271,15.465108505749711,17.69230769230769,17.038461538461537,11.984615384615385,60.0,1207.0,949.0,914.0,747.0,660.0
6161018,96.14285714285714,88.95238095238096,92.3095238095238,43.39285714285715,42.226190476190474,1031,6161018,61.0,1,135.61538461538458,29.233275926897306,6.57794531050345,18.04641057474624,20.101066897347074,24.568234505862414,24.200000000000006,61.0,0.0,8667.0,9139.0,10936.0,10065.0
6161024,176.49295774647888,166.91549295774647,93.92957746478874,113.7605633802817,60.94366197183098,1035,6161024,61.0,1,378.76923076923083,60.615384615384606,18.705468949655,18.04641057474624,20.101066897347074,24.568234505862414,25.27692307692308,61.0,1943.0,27620.0,29242.0,29585.0,24583.0
6161048,86.08974358974359,79.1794871794872,91.06410256410255,40.756410256410255,42.615384615384606,1050,6161048,61.0,1,126.23076923076924,26.156352849974237,4.936238180424226,18.04641057474624,20.101066897347074,24.568234505862414,22.92307692307693,61.0,6.0,8142.0,8347.0,9908.0,7428.0
6161049,152.02469135802468,144.23456790123456,94.17283950617285,94.80246913580248,58.77777777777778,1051,6161049,61.0,1,179.53846153846158,26.153846153846153,11.89879887554306,18.04641057474624,20.101066897347074,24.568234505862414,26.407692307692308,61.0,1.0,13257.0,14750.0,14953.0,14162.0
6161057,135.425,127.1125,93.35,81.5375,55.675,1056,6161057,61.0,1,179.0,30.92809031533309,11.641707130079222,18.04641057474624,20.101066897347074,24.568234505862414,24.69230769230769,61.0,0.0,13253.0,13446.0,13559.0,11995.0
6161063,156.98809523809524,148.28571428571428,93.48809523809523,73.80952380952381,41.98809523809524,1059,6161063,61.0,1,200.0769230769231,37.69481438843577,6.307692307692308,18.04641057474624,20.101066897347074,24.568234505862414,24.3,61.0,0.0,14015.0,15241.0,14834.0,13632.0
6161064,107.015625,101.4375,94.71875,60.734375,57.203125,1060,6161064,61.0,1,115.69230769230771,17.31019900382039,7.705468949654996,18.04641057474624,20.101066897347074,24.568234505862414,23.500000000000004,61.0,0.0,6618.0,7894.0,8712.0,9009.0
